,objid,ps_score,angDist,_RAJ2000,_DEJ2000,Filt1,Filt2,RAJ2000,DEJ2000,ABmag1,mag1,Errmag1,Field1,RA2deg,DE2deg,ABmag2,mag2,Errmag2,Field2,Sep,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags
128,156210102593982953,0.9895833,0.306769,10.2593,40.1769,FUVCaF2,FUVSapphire,10.2593,40.1769,20.971,18.57,0.092,19,10.2594,40.1769,20.425,18.304,0.066,19,0.05,156210102593982953,10.25941066,40.17688939,0.038,0.014,90,503635968,60,56054.02038194,5,65,13.4558,0.001,13.472,0.001,115000,13.302,,,,114724,13.251,,,,114724,13.2194,0.0013,13.2694,0.0021,115000,13.2294,0.0001,13.2674,0.0058,115000
129,156390099144368241,0.6036934,0.48173,9.9144,40.3312,FUVCaF2,FUVSapphire,9.9144,40.3312,21.748,19.347,0.13,15,9.9144,40.3312,21.94,19.819,0.128,15,0.09,156390099144368241,9.91444096,40.33133012,0.068,0.033,0,436527104,52,56067.71447917,2,18,21.2304,0.0373,21.4657,0.0716,115000,21.5231,0.0978,21.4736,0.1079,115000,21.3873,0.0827,21.4855,0.1638,16696,,,,,16416,,,,,16416
132,156190096650326558,0.81570834,0.091782,9.6651,40.1632,FUVCaF2,FUVSapphire,9.6651,40.1632,20.351,17.95,0.073,15,9.665,40.1632,20.658,18.537,0.074,15,0.26,156190096650326558,9.66511453,40.16322295,0.047,0.043,0,436527104,52,56060.38693287,5,65,20.3771,0.014,20.3602,0.0306,16892216,20.5451,0.0293,20.7224,0.0589,115000,20.5237,0.0232,20.6488,0.0458,115000,20.4055,0.0545,20.491,0.0649,115000,20.0756,0.0738,19.8246,0.1259,115000
134,156370098972679583,0.8342887,0.906777,9.8969,40.316,FUVCaF2,FUVSapphire,9.8969,40.316,22.778,20.377,0.234,15,9.8968,40.316,22.455,20.334,0.168,15,0.3,156370098972679583,9.89717908,40.31586523,0.074,0.047,90,436527104,52,56144.62778935,2,28,20.9561,0.0839,20.6851,0.1113,16777496,20.9179,0.1287,21.0103,0.257,280,20.901,0.1247,20.9381,0.0763,280,20.2073,0.0716,20.2577,0.0463,115000,19.9752,0.0631,19.9444,0.0462,115000
137,156380099075630045,0.8833929,0.225865,9.9075,40.3162,FUVCaF2,FUVSapphire,9.9075,40.3162,21.78,19.379,0.134,15,9.9074,40.3161,22.307,20.186,0.16,15,0.21,156380099075630045,9.90752831,40.31614109,0.099,0.041,0,436527104,52,55967.4827662,3,13,21.5392,0.0387,21.8029,0.0813,115000,21.6757,0.2271,,,115000,21.7366,0.1655,,,115000,,,,,16416,,,,,16416
138,156140098180205085,0.8264167,0.228598,9.818,40.1204,FUVCaF2,FUVSapphire,9.818,40.1204,22.765,20.364,0.211,15,9.8179,40.1202,22.9,20.779,0.203,15,0.53,156140098180205085,9.81800792,40.12033679,0.07,0.04,0,436527104,52,56029.93707176,4,26,21.3946,0.04,21.3868,0.1033,115000,21.646,0.0628,21.8002,0.1073,115000,21.6564,0.1031,21.8133,0.1006,115000,21.6205,0.1794,,,115000,,,,,16416
140,156330103230474134,0.989375,0.384967,10.3229,40.2778,FUVCaF2,FUVSapphire,10.3229,40.2778,22.404,20.003,0.171,19,10.323,40.2779,22.093,19.972,0.132,19,0.35,156330103230474134,10.3230141,40.27786211,0.004,0.004,0,503635968,60,56009.2549537,5,73,14.3568,0.0035,14.3933,0.0027,115000,14.0487,0.0035,14.0977,0.0021,115000,13.9423,0.004,14.0041,0.0014,115000,13.9271,0.0025,13.9738,0.005,115000,13.9191,0.0042,13.8776,0.0082,115000
142,156380099338550679,0.9922917,0.179525,9.9338,40.3167,FUVCaF2,FUVSapphire,9.9338,40.3167,20.463,18.062,0.054,"15, 19",9.9338,40.3167,20.409,18.288,0.048,"15, 19",0.07,156380099338550679,9.93386489,40.31670623,0.021,0.017,0,436527104,52,55934.9187963,5,57,19.4952,0.0138,19.5949,0.0104,115000,19.6336,0.0136,19.7561,0.0231,115000,19.8643,0.0192,20.076,0.0419,115000,19.9502,0.0283,20.1269,0.0499,115000,19.9372,0.0519,20.0748,0.1936,115000
143,156270102538228412,0.67450595,0.106791,10.2538,40.2315,FUVCaF2,FUVSapphire,10.2538,40.2315,22.857,20.456,0.226,19,10.2538,40.2315,22.682,20.561,0.176,19,0.08,156270102538228412,10.25382506,40.23147733,0.092,0.042,0,436527104,52,56002.16991898,3,19,21.4875,0.0294,21.7596,0.0535,115000,21.7043,0.0324,21.6782,0.0682,115000,21.9543,0.0629,22.0253,0.0427,115256,,,,,16416,,,,,16416
144,156200103397713723,0.9619167,0.107483,10.3397,40.1693,FUVCaF2,FUVSapphire,10.3397,40.1693,22.75,20.349,0.2,19,10.3398,40.1693,22.174,20.053,0.134,19,0.31,156200103397713723,10.33972711,40.1692785,0.009,0.009,0,503635968,60,56049.18194444,5,73,14.578,0.0016,14.63,0.0051,115000,14.3164,0.0027,14.3622,0.0028,115000,14.2297,0.0022,14.2748,0.0018,115000,14.2528,0.0013,14.2892,0.002,115000,14.2262,0.0042,14.2498,0.0038,115000
146,156360098516331159,0.7234167,0.310733,9.8515,40.3004,FUVCaF2,FUVSapphire,9.8515,40.3004,21.46,19.059,0.115,15,9.8515,40.3004,21.905,19.784,0.129,15,0.1,156360098516331159,9.85160193,40.30036249,0.099,0.05,0,436527104,52,56042.26142361,2,15,21.3358,0.0594,21.2732,0.0926,115000,21.5844,0.0492,21.6732,0.158,115000,,,,,16416,,,,,16416,,,,,16416
147,156170104209685329,0.96875,0.111958,10.421,40.1456,FUVCaF2,FUVSapphire,10.421,40.1456,22.738,20.337,0.198,19,10.4211,40.1456,22.278,20.157,0.141,19,0.33,156170104209685329,10.42102645,40.14557637,0.013,0.01,90,503635968,60,56097.29989583,5,54,15.8481,0.0024,15.8943,0.0021,115000,15.5923,0.0015,15.6367,0.0025,115000,15.4873,0.0028,15.5377,0.0023,115000,15.4825,0.0037,15.5276,0.0017,115000,15.4578,0.0043,15.5106,0.0062,115000
150,156370098242687887,0.9424464,0.029909,9.8242,40.3144,FUVCaF2,FUVSapphire,9.8242,40.3144,22.3,19.899,0.177,15,9.8242,40.3144,21.819,19.698,0.118,15,0.19,156370098242687887,9.82419403,40.31439305,0.034,0.024,0,436527104,52,55979.34424769,4,30,20.8689,0.0346,21.0187,0.0837,115000,20.9203,0.0196,20.9715,0.037,115000,21.147,0.051,21.3649,0.1278,115000,,,,,114720,,,,,16416
153,156390099353157441,0.8705417,0.316397,9.9353,40.3306,FUVCaF2,FUVSapphire,9.9353,40.3306,22.18,19.779,0.116,"15, 19",9.9353,40.3306,22.004,19.883,0.093,"15, 19",0.19,156390099353157441,9.93528393,40.33068703,0.026,0.023,0,436527104,52,55951.58325231,4,26,20.9874,0.04,20.9846,0.0909,115000,20.8949,0.0449,21.0511,0.033,115000,21.0303,0.0324,21.1452,0.0788,16892216,20.773,0.1909,,,115000,,,,,16416
154,156380098946827290,0.51708335,0.200317,9.8948,40.3222,FUVCaF2,FUVSapphire,9.8948,40.3222,22.982,20.581,0.238,15,9.8947,40.3222,22.875,20.754,0.199,15,0.18,156380098946827290,9.8947278,40.32219187,0.062,0.047,0,436527104,52,55864.57375,4,16,21.6471,0.0523,21.7922,0.1369,115000,21.6285,0.0561,21.9058,0.1211,115000,21.768,0.183,,,115000,,,,,114720,,,,,16416
157,156250095998087312,0.9558333,0.390524,9.5999,40.214,FUVCaF2,FUVSapphire,9.5999,40.214,22.351,19.95,0.171,15,9.5998,40.2138,22.141,20.02,0.136,15,0.57,156250095998087312,9.59987938,40.21389267,0.048,0.039,0,872734720,104,55754.49959491,2,79,12.76,,,,114724,12.199,,,,4,12.015,,,,16420,11.942,,,,4,11.887,,,,114724
162,156180096492997794,0.5903571,0.196099,9.6493,40.156,FUVCaF2,FUVSapphire,9.6493,40.156,22.38,19.979,0.168,15,9.6492,40.1559,22.84,20.719,0.194,15,0.61,156180096492997794,9.64932596,40.15594927,0.083,0.083,90,436281344,52,55857.93931713,2,5,22.0047,0.0956,22.2911,0.2071,115000,22.0909,0.0137,22.3845,0.2613,115000,,,,,16416,,,,,16416,,,,,16416
165,156390098282451410,0.76930654,0.394089,9.8281,40.3257,FUVCaF2,FUVSapphire,9.8281,40.3257,22.044,19.643,0.151,15,9.8282,40.3256,22.24,20.119,0.145,15,0.2,156390098282451410,9.82824054,40.32567756,0.025,0.019,0,436527104,52,56030.10858796,5,34,20.8982,0.0816,21.1589,0.1307,115000,21.007,0.0374,21.1588,0.0465,115000,21.1725,0.0254,21.2529,0.0534,115000,21.1094,0.0661,20.7989,0.1435,115000,,,,,114720
168,156310096392667401,0.7023869,0.148842,9.6393,40.264,FUVCaF2,FUVSapphire,9.6393,40.264,22.605,20.204,0.193,15,9.6391,40.264,22.308,20.187,0.148,15,0.44,156310096392667401,9.63931531,40.26396034,0.158,0.058,0,436527104,52,56005.51520833,2,12,21.5378,0.0794,21.4445,0.1393,115000,21.6864,0.1641,21.3382,0.2581,115000,21.7455,0.197,,,16696,,,,,16416,,,,,16416
169,156190096418787379,0.73274404,0.463297,9.6418,40.1641,FUVCaF2,FUVSapphire,9.6418,40.1641,23.024,20.623,0.253,15,9.6418,40.164,22.756,20.635,0.187,15,0.4,156190096418787379,9.64183496,40.16397411,0.034,0.029,0,436527104,52,55854.72552083,4,32,21.3918,0.0435,21.5529,0.0935,115000,21.4951,0.0476,21.6374,0.1004,115000,21.6279,0.0974,21.9828,0.0665,115000,21.5573,0.1599,21.8804,0.3163,115000,,,,,16416
178,156240097519072668,0.76582146,0.968762,9.7522,40.2019,FUVCaF2,FUVSapphire,9.7522,40.2019,22.61,20.209,0.195,15,9.7521,40.2018,22.458,20.337,0.154,15,0.2,156240097519072668,9.75195691,40.20170521,0.059,0.052,0,436527104,52,56208.54153935,4,9,,,,,114720,,,,,16416,21.6196,0.0433,21.8479,0.0862,115000,20.6716,0.0664,20.8538,0.187,115000,20.3782,0.1604,20.6825,0.2439,118840
179,156390099347666620,0.5868492,0.320015,9.9348,40.3299,FUVCaF2,FUVSapphire,9.9348,40.3299,22.547,20.146,0.203,19,9.9348,40.3299,22.481,20.36,0.173,19,0.31,156390099347666620,9.93481738,40.3299879,0.028,0.018,0,436527104,52,55943.34636574,4,24,20.9746,0.0171,20.9062,0.0549,16892216,21.0487,0.0208,21.0113,0.0736,16892216,21.1569,0.0785,21.1816,0.1045,115000,,,,,114720,,,,,16416
180,156370098804932817,0.8626488,0.198127,9.8804,40.3102,FUVCaF2,FUVSapphire,9.8804,40.3102,21.754,19.353,0.13,15,9.8803,40.3102,22.02,19.899,0.133,15,0.15,156370098804932817,9.8804126,40.31014581,0.02,0.005,90,436527104,52,56003.72314815,5,65,19.0947,0.0088,19.1768,0.0123,115000,19.1961,0.0066,19.295,0.0095,115000,19.2432,0.0075,19.3263,0.0129,115000,19.2394,0.0196,19.3029,0.0326,115000,19.1833,0.0227,19.2897,0.0452,115000
181,156350098910153327,0.9704583,0.192408,9.8909,40.2939,FUVCaF2,FUVSapphire,9.8909,40.2939,20.12,17.719,0.068,15,9.8909,40.2939,20.194,18.073,0.062,15,0.1,156350098910153327,9.89096893,40.29390961,0.014,0.012,0,436527104,52,55995.00826389,5,44,19.9003,0.0187,19.8652,0.0481,115000,20.1902,0.0083,20.2198,0.0443,115000,20.4873,0.0233,20.4697,0.0565,115000,20.7357,0.0365,20.8597,0.2364,115000,20.6305,0.181,,,115000
182,156200096626150002,0.66658336,0.110151,9.6626,40.1661,FUVCaF2,FUVSapphire,9.6626,40.1661,20.6,18.199,0.081,15,9.6625,40.1661,20.783,18.662,0.078,15,0.32,156200096626150002,9.66258336,40.16612783,0.042,0.033,0,436527104,52,56045.41445602,4,50,20.1332,0.0181,20.1758,0.0305,115000,20.4959,0.0205,20.5232,0.059,115000,20.6409,0.0315,20.3963,0.0635,16892216,20.6835,0.0088,20.4882,0.008,115000,19.8614,0.1624,18.8018,0.1551,16777496
183,156180100624808979,0.99625,0.807273,10.0623,40.1567,FUVCaF2,FUVSapphire,10.0623,40.1567,22.228,19.827,0.159,19,10.0624,40.1568,21.676,19.555,0.11,19,0.28,156180100624808979,10.06246585,40.15688498,0.014,0.011,90,235200512,28,55891.92415509,10,67,13.678,0.0027,13.7246,0.0034,115000,13.406,,,,98340,13.312,,,,98340,13.2763,0.0029,13.3402,0.0018,115000,13.2587,0.0034,13.2788,0.003,115000
188,156390096983160449,0.9839583,0.168305,9.6983,40.3249,FUVCaF2,FUVSapphire,9.6983,40.3249,22.299,19.898,0.17,15,9.6983,40.3249,22.063,19.942,0.132,15,0.23,156390096983160449,9.69833585,40.32486207,0.013,0.012,90,436527104,52,55903.52893519,5,47,19.6692,0.0133,19.7271,0.0247,115000,19.8833,0.0144,20.0148,0.0163,115000,20.1137,0.0228,20.2056,0.0418,115000,20.2955,0.0665,20.4701,0.1733,115000,20.1346,0.2311,,,115000
191,156110100801260232,0.99875,0.011292,10.0802,40.0915,FUVCaF2,FUVSapphire,10.0802,40.0915,22.613,20.212,0.193,19,10.0802,40.0915,22.548,20.427,0.165,19,0.22,156110100801260232,10.08020084,40.09150307,0.009,0.007,0,1376051200,164,55912.08739583,7,59,19.5596,0.0116,19.6639,0.0181,115000,19.6733,0.0069,19.7637,0.0142,115000,19.7852,0.0189,19.8591,0.0349,115000,19.9137,0.0274,20.0188,0.0194,115000,19.95,0.0736,20.0502,0.0812,115000
195,156380098919989068,0.951,0.288344,9.8919,40.3237,FUVCaF2,FUVSapphire,9.8919,40.3237,21.67,19.269,0.129,15,9.8919,40.3236,21.692,19.571,0.116,15,0.23,156380098919989068,9.89199895,40.32367309,0.014,0.012,90,436527104,52,56153.0647338,5,40,19.8986,0.0126,20.0587,0.0146,115000,20.0428,0.0195,20.1699,0.025,115000,20.2519,0.0288,20.5169,0.0559,115000,20.4093,0.0341,20.6807,0.0804,115000,20.3323,0.1384,20.4648,0.2503,115000
196,156330098042129112,0.9635119,0.146397,9.8042,40.2821,FUVCaF2,FUVSapphire,9.8042,40.2821,19.988,17.587,0.064,15,9.8042,40.2821,20.287,18.166,0.065,15,0.13,156330098042129112,9.80423545,40.28206963,0.007,0.005,0,436527104,52,55976.44332176,5,68,18.2746,0.0099,18.3365,0.008,115000,18.4216,0.0051,18.5047,0.0074,115000,18.6084,0.0111,18.7319,0.0112,115000,18.7686,0.0099,18.8972,0.0237,115000,18.8581,0.012,19.1153,0.0383,115000
197,156390099342505933,0.67197025,0.236309,9.9342,40.3294,FUVCaF2,FUVSapphire,9.9342,40.3294,22.765,20.364,0.216,15,9.9343,40.3295,23.213,21.092,0.242,15,0.27,156390099342505933,9.93424343,40.32945668,0.091,0.091,90,436281344,52,55961.06108796,2,3,,,,,16416,21.8126,0.1128,21.9793,0.1351,115000,,,,,114720,,,,,16416,,,,,16416
198,156320103514414945,0.83938986,0.331339,10.3515,40.2703,FUVCaF2,FUVSapphire,10.3515,40.2703,22.167,19.766,0.156,19,10.3514,40.2703,22.331,20.21,0.148,19,0.22,156320103514414945,10.35147225,40.27021043,0.083,0.042,0,436527104,52,55868.85324074,3,17,21.7397,0.0287,21.8016,0.0642,115000,21.9818,0.0741,22.0696,0.2738,115000,,,,,114720,,,,,16416,,,,,16416
199,156390099827280174,0.50004464,0.169956,9.9829,40.3247,FUVCaF2,FUVSapphire,9.9829,40.3247,21.872,19.471,0.098,"15, 19",9.9829,40.3247,21.891,19.77,0.091,"15, 19",0.03,156390099827280174,9.98283838,40.32470467,0.038,0.032,0,436527104,52,55943.50957176,4,31,21.2764,0.0192,21.4076,0.0564,115000,21.5521,0.0538,21.6888,0.0477,115000,21.4892,0.038,21.6905,0.0515,115000,21.3062,0.1388,21.4589,0.2367,115000,,,,,16416
204,156360098602940723,0.772875,0.249055,9.8602,40.3001,FUVCaF2,FUVSapphire,9.8602,40.3001,22.17,19.769,0.16,15,9.8602,40.3001,22.117,19.996,0.137,15,0.25,156360098602940723,9.8602836,40.30012685,0.063,0.063,90,436363264,52,55954.46506944,2,6,21.9804,0.0853,22.2027,0.2177,115000,,,,,114720,,,,,16416,,,,,16416,,,,,16416
207,156270102833973013,0.99158335,0.140243,10.2834,40.227,FUVCaF2,FUVSapphire,10.2834,40.227,22.925,20.524,0.223,19,10.2833,40.227,22.477,20.356,0.155,19,0.33,156270102833973013,10.28341485,40.22696273,0.012,0.009,0,436527104,52,56023.77795139,5,49,20.0171,0.0109,20.1977,0.0463,115000,20.2671,0.0182,20.4267,0.0449,115000,20.4378,0.0291,20.6133,0.0347,115000,20.4695,0.0199,20.6529,0.0253,115000,20.4196,0.159,,,115000
209,156390099174100881,0.6012143,0.266718,9.9172,40.3252,FUVCaF2,FUVSapphire,9.9172,40.3252,22.06,19.659,0.154,15,9.9172,40.3252,22.105,19.984,0.102,"15, 19",0.15,156390099174100881,9.91729386,40.3252192,0.093,0.046,0,436527104,52,55937.10011574,2,14,21.7202,0.0649,21.8582,0.1303,115000,21.8502,0.038,22.0448,0.3113,115000,,,,,16416,,,,,16416,,,,,16416
210,156250097070708196,0.8167083,0.516844,9.7072,40.2147,FUVCaF2,FUVSapphire,9.7072,40.2147,22.066,19.665,0.153,15,9.707,40.2147,22.518,20.397,0.171,15,0.33,156250097070708196,9.70709434,40.21458125,0.072,0.031,0,436527104,52,55924.69886574,3,24,21.395,0.0375,21.4781,0.0756,115000,21.7137,0.0743,21.824,0.0542,115000,21.875,0.1576,22.0011,0.2927,115000,,,,,16416,,,,,16416
211,156380099331336228,0.9028571,0.169747,9.9331,40.3213,FUVCaF2,FUVSapphire,9.9331,40.3213,22.472,20.071,0.134,"15, 19",9.9331,40.3213,21.963,19.842,0.09,"15, 19",0.07,156380099331336228,9.93313435,40.32133921,0.021,0.016,90,436527104,52,55913.04936343,5,58,19.0449,0.0052,19.195,0.0057,115000,18.8748,0.0188,19.0075,0.0176,115000,18.7889,0.0212,19.0356,0.0427,115000,18.851,0.0067,19.0259,0.0301,115000,18.8331,0.0228,19.092,0.0479,115000
213,156310098476857240,0.96858335,0.113212,9.8477,40.2639,FUVCaF2,FUVSapphire,9.8477,40.2639,21.781,19.38,0.132,15,9.8476,40.2639,21.819,19.698,0.119,15,0.43,156310098476857240,9.84773325,40.26388142,0.041,0.009,90,436527104,52,55986.98922454,5,53,19.7529,0.0116,19.8212,0.015,115000,19.9002,0.013,19.9543,0.0224,115000,20.0527,0.0172,20.1702,0.0291,115000,20.0986,0.0276,20.0778,0.0634,115000,20.041,0.108,,,115000
214,156380099053029032,0.9350357,0.221983,9.9052,40.3237,FUVCaF2,FUVSapphire,9.9052,40.3237,20.473,18.072,0.077,15,9.9052,40.3237,20.567,18.446,0.072,15,0.12,156380099053029032,9.90528033,40.32369283,0.046,0.02,0,436527104,52,56031.07552083,4,38,20.1725,0.011,20.2047,0.024,115000,20.3195,0.0195,20.3043,0.0223,115000,20.5795,0.0243,20.5059,0.0539,115000,20.526,0.0451,19.8934,0.1062,16892216,,,,,16416
215,156080101214082652,0.77425,0.341814,10.1215,40.0683,FUVCaF2,FUVSapphire,10.1215,40.0683,22.174,19.773,0.159,19,10.1214,40.0683,22.052,19.931,0.13,19,0.31,156080101214082652,10.12137902,40.06832106,0.162,0.07,0,436527104,52,55859.53150463,3,11,21.9223,0.0298,22.0648,0.101,115000,22.1643,0.0905,,,115000,21.4678,0.1848,20.9092,0.2345,115000,,,,,16416,,,,,16416
219,156780104875644066,0.62305653,0.347945,10.4873,40.6531,FUVCaF2,FUVSapphire,10.4873,40.6531,22.251,19.85,0.171,16,10.4873,40.653,22.23,20.109,0.148,16,0.27,156780104875644066,10.48733181,40.65300641,0.044,0.044,90,436363264,52,56053.73166667,3,6,21.411,0.0472,21.3519,0.1336,115000,21.3439,0.1143,21.182,0.1754,115000,,,,,114720,20.8452,0.1923,,,16688,,,,,16416
221,156640097867778911,0.5188631,0.068632,9.7868,40.5402,FUVCaF2,FUVSapphire,9.7868,40.5402,22.28,19.879,0.121,"14, 15",9.7867,40.5403,22.293,20.172,0.113,"14, 15",0.2,156640097867778911,9.78681668,40.54021424,0.061,0.054,0,436527104,52,56037.72241898,3,16,21.2517,0.0508,21.2998,0.1138,115000,21.4155,0.0262,21.4959,0.0718,115000,21.6011,0.1175,21.4263,0.2898,115000,,,,,16416,,,,,16416
222,156430100254896306,0.98875,0.155107,10.0255,40.3632,FUVCaF2,FUVSapphire,10.0255,40.3632,20.723,18.322,0.059,"15, 19",10.0255,40.3632,20.462,18.341,0.048,"15, 19",0.12,156430100254896306,10.02549689,40.36324302,0.17,0.139,0,872734720,104,55847.20592593,3,68,11.911,,,,68,11.713,,,,114788,11.687,,,,16484,11.722,,,,114788,11.748,,,,114788
223,156780097702377893,0.8311458,0.129903,9.7702,40.656,FUVCaF2,FUVSapphire,9.7702,40.656,21.613,19.212,0.123,14,9.7701,40.656,21.617,19.496,0.108,14,0.3,156780097702377893,9.77016241,40.65597789,0.121,0.048,0,436527104,52,55851.05784722,3,18,21.2606,0.0375,21.3771,0.0912,115000,21.6355,0.0756,21.7167,0.0938,115000,21.7512,0.1688,22.0103,0.2524,115000,,,,,16416,,,,,16416
225,156770103559696132,0.74158335,0.335359,10.3559,40.6463,FUVCaF2,FUVSapphire,10.3559,40.6463,21.931,19.53,0.144,16,10.3559,40.6463,22.028,19.907,0.135,16,0.05,156770103559696132,10.35600192,40.64624806,0.045,0.023,0,436527104,52,55920.89319444,5,28,20.4773,0.0568,20.4188,0.0389,16892216,20.7395,0.0174,20.796,0.0741,115000,20.6905,0.0628,20.7946,0.0814,115000,20.3865,0.0442,20.2601,0.1534,115000,19.7985,0.1347,19.6972,0.1309,115000
230,156620102033853171,0.9711667,0.102686,10.2034,40.5188,FUVCaF2,FUVSapphire,10.2034,40.5188,20.804,18.403,0.088,14,10.2034,40.5188,20.485,18.364,0.069,14,0.14,156620102033853171,10.20336568,40.51881153,0.015,0.007,90,436527104,52,55888.45289352,5,54,18.8393,0.0085,18.8688,0.0203,115000,18.8891,0.014,18.8597,0.0446,115000,19.035,0.0113,19.1552,0.0297,115000,19.1029,0.0223,19.2513,0.0282,115000,19.2166,0.0203,19.4324,0.075,115000
233,156670098785882114,0.98875,0.190129,9.8785,40.5596,FUVCaF2,FUVSapphire,9.8785,40.5596,20.883,18.482,0.092,14,9.8785,40.5596,20.981,18.86,0.085,14,0.03,156670098785882114,9.87853748,40.55964448,0.025,0.019,90,436527104,52,55902.95689815,5,59,19.5588,0.0086,19.6185,0.0096,115000,19.6121,0.0073,19.6375,0.0157,115000,19.7513,0.0126,19.6749,0.0292,16892216,19.8721,0.0165,19.7257,0.0523,115000,19.8341,0.0966,19.3715,0.1389,16892216
238,156580097799620220,0.8218333,0.084978,9.78,40.483,FUVCaF2,FUVSapphire,9.78,40.483,20.852,18.451,0.09,15,9.78,40.483,21.043,18.922,0.087,15,0.19,156580097799620220,9.77998403,40.48297976,0.025,0.024,90,436527104,52,55885.48569444,5,30,20.2453,0.0159,20.345,0.0331,115000,20.4979,0.0253,20.5398,0.0703,115000,20.7904,0.019,20.726,0.0423,115000,21.0783,0.1382,20.6747,0.2169,16892216,,,,,114720
240,156740097275484575,0.8489583,0.130475,9.7275,40.6199,FUVCaF2,FUVSapphire,9.7275,40.6199,20.584,18.183,0.058,"14, 18",9.7275,40.6199,20.581,18.46,0.054,"14, 18",0.06,156740097275484575,9.72754754,40.61990338,0.037,0.016,0,436527104,52,55805.44675926,4,17,20.255,0.0245,20.41,0.0264,115000,20.6307,0.0148,20.7393,0.0888,115000,20.8164,0.0089,20.8151,0.0361,115000,,,,,114720,,,,,16416
241,156500099770973705,0.9328512,0.14457,9.9771,40.4192,FUVCaF2,FUVSapphire,9.9771,40.4192,20.522,18.121,0.055,"15, 19",9.9771,40.4192,20.473,18.352,0.051,"15, 19",0.13,156500099770973705,9.97705525,40.41922126,0.024,0.011,90,436527104,52,56002.35208333,5,44,20.3718,0.0195,20.5164,0.0494,115000,20.6111,0.0186,20.7739,0.0251,115000,20.8446,0.0371,21.0164,0.0821,115000,20.8185,0.2812,,,115000,,,,,114720
242,156450098375632547,0.73661906,0.463663,9.8374,40.3768,FUVCaF2,FUVSapphire,9.8374,40.3768,22.75,20.349,0.211,15,9.8375,40.3768,22.892,20.771,0.199,15,0.29,156450098375632547,9.83749496,40.37669344,0.102,0.052,0,436527104,52,55877.50032407,9,17,21.5741,0.0504,21.3108,0.1228,115000,21.5184,0.086,,,115000,22.1209,0.1938,22.1049,0.2754,115000,,,,,114720,,,,,114720
246,156730101307190671,0.87420833,0.418277,10.1306,40.6083,FUVCaF2,FUVSapphire,10.1306,40.6083,21.168,18.767,0.105,14,10.1306,40.6084,21.452,19.331,0.109,14,0.26,156730101307190671,10.13073395,40.6083562,0.043,0.01,0,444915712,53,56148.91752315,5,58,19.9376,0.0434,19.6311,0.0666,16892216,19.5376,0.0141,19.4244,0.0175,16892216,18.9569,0.0119,18.969,0.0307,115000,18.7203,0.031,18.7149,0.0428,115000,18.497,0.0157,18.4075,0.0394,16892216
247,156710097744492752,0.5585,0.089989,9.7744,40.5934,FUVCaF2,FUVSapphire,9.7744,40.5934,20.898,18.497,0.091,14,9.7744,40.5934,20.856,18.735,0.078,14,0.1,156710097744492752,9.77440577,40.59342461,0.053,0.042,90,436527104,52,55910.35952546,3,33,20.3917,0.0223,20.3052,0.0424,16892216,20.6643,0.0322,20.6931,0.0542,115000,20.962,0.0345,21.1316,0.192,115000,21.0586,0.1263,21.5639,0.3024,16696,,,,,16416
248,156500098917833509,0.534,0.067851,9.8917,40.419,FUVCaF2,FUVSapphire,9.8917,40.419,22.42,20.019,0.176,15,9.8917,40.4191,22.825,20.704,0.195,15,0.13,156500098917833509,9.89168538,40.41901521,0.035,0.033,90,436527104,52,55963.54811343,5,34,21.5758,0.0496,21.6826,0.1182,115000,21.7358,0.0188,21.9193,0.0618,115000,21.319,0.0638,21.5184,0.0744,115000,20.6505,0.1005,20.8236,0.1655,115000,19.8173,0.0486,19.9146,0.1285,115000
250,156690102376806238,0.57030356,0.166152,10.2378,40.5797,FUVCaF2,FUVSapphire,10.2378,40.5797,21.442,19.041,0.08,"14, 16",10.2378,40.5797,21.624,19.503,0.079,"14, 16",0.07,156690102376806238,10.23775294,40.5796708,0.1,0.055,0,436527104,52,55725.28869213,1,8,21.5176,0.0231,21.5787,0.0752,115000,21.664,0.1469,21.4812,0.2035,16696,,,,,16416,,,,,16416,,,,,16416
